School_Name,Address,City,State,Zip,Phone,Latitude,Longitude,Website,Religious_Affiliation,School_Type,District_Name
Sixth District Elementary School,19th and Maryland,Covington,KY,41014,(859)292-5819,,,,,Public,Covington Independent
Covington Adult High School,212 Levassor Drive,Covington,KY,41014,(859)292-5864,,,,,Public,Covington Independent
Biggs Early Childhood Education Ctr,1124 Scott Blvd,Covington,KY,41011,(859)292-5895,,,,,Public,Covington Independent
Transformational Learning Center,200 Home Road,Covington,KY,41011,(859)581-7512,,,,,Public,Covington Independent
Holmes Middle School,2500 Madison Avenue,Covington,KY,41014,(859)655-9545,,,,,Public,Covington Independent
Holmes High School,25th & Madison,Covington,KY,41014,(859)655-9545,,,,,Public,Covington Independent
Chapman Vocational Education Center,25th and Madison Streets,Covington,KY,41014,(859)291-5911,,,,,Public,Covington Independent
Crittenden County High School,519 1/2 W. Gum St,Marion,KY,42064,(270)965-2248,,,,,Public,Crittenden County
Crittenden County Middle School,519 W Gum St,Marion,KY,42064,(270)965-5221,,,,,Public,Crittenden County
Crittenden County Elementary School,120 Autumn Lane,Marion,KY,42064,(270)965-2243,,,,,Public,Crittenden County
Pathway Academy High School,519 1/2 W. Gum St,Marion,KY,42064,(270)965-3525,,,,,Public,Crittenden County
Cumberland County Elementary School,150 Glasgow Rd,Burkesville,KY,42717,(270)864-4390,,,,,Public,Cumberland County
Cumberland County High School,912 N Main St,Burkesville,KY,42717,(270)864-3451,,,,,Public,Cumberland County
Cumberland County Middle School,908 N Main St,Burkesville,KY,42717,(270)864-5818,,,,,Public,Cumberland County
John W. Bate Middle School,460 Stanford Ave,Danville,KY,40422,(859)238-1305,,,,,Public,Danville Independent
Danville High School,203 East Lexington Avenue,Danville,KY,40422,(859)936-8503,,,,,Public,Danville Independent
Sunrise Academy,400 Cunningham Drive,Danville,KY,40422,(859)236-5507,,,,,Public,Danville Independent
Edna L. Toliver Intermediate School,209 Maple Ave.,Danville,KY,40422,(859)238-1319,,,,,Public,Danville Independent
Mary G. Hogsett Primary School,300 Waveland Avenue,Danville,KY,40422,(859)238-1313,,,,,Public,Danville Independent
Anchor Academy,115 E. Lexington Ave.,Danville,KY,40422,(859)238-1300,,,,,Public,Danville Independent
Audubon Elementary School,300 Worthington Road,Owensboro,KY,42301,(270)852-7150,,,,,Public,Daviess County
Apollo High School,2280 Tamarack Road,Owensboro,KY,42301,(270)852-7100,,,,,Public,Daviess County
F T Burns Middle School,4610 Goetz Dr.,Owensboro,KY,42301,(270)852-7400,,,,,Public,Daviess County
Daviess County High School,4255 New Hartford Road,Owensboro,KY,42303,(270)852-7300,,,,,Public,Daviess County
Daviess County Middle School,3901 Fairview Dr,Owensboro,KY,42303,(270)852-7600,,,,,Public,Daviess County
Highland Elementary School,2909 Highway 54,Owensboro,KY,42303,(270)852-7370,,,,,Public,Daviess County
Deer Park Elementary School,4959 New Hartford Rd.,Owensboro,KY,42303,(270)852-7270,,,,,Public,Daviess County
Sorgho Elementary School,5390 Ky Highway 56,Owensboro,KY,42301,(270)852-7470,,,,,Public,Daviess County
Tamarack Elementary School,1733 Tamarack Road,Owensboro,KY,42301,(270)852-7550,,,,,Public,Daviess County
West Louisville Elementary School,8400 Hwy 56,Owensboro,KY,42301,(270)852-7650,,,,,Public,Daviess County
Whitesville Elementary School,9656 Highway 54,Whitesville,KY,42378,(270)852-7670,,,,,Public,Daviess County
F T Burns Elementary School,4514 Goetz Drive,Owensboro,KY,42301,(270)852-7170,,,,,Public,Daviess County
Owensboro Day Treatment,3108 Fairview Drive,Owensboro,KY,42303,(270)687-7247,,,,,Public,Daviess County
College View Middle School,5061 New Hartford Road,Owensboro,KY,42303,(270)852-7500,,,,,Public,Daviess County
Valley Elementary School,1000 Industrial Drive,Owensboro,KY,42301,(270)689-6773,,,,,Public,Daviess County
Heritage Park High School,3361 Buckland Square,Owensboro,KY,42301,(270)852-7200,,,,,Public,Daviess County
Country Heights Elementary School,4961 Highway 54,Owensboro,KY,42303,(270)852-7250,,,,,Public,Daviess County
East View Elementary School,6104 Ky Highway 405,Owensboro,KY,42303,(270)852-7350,,,,,Public,Daviess County
Valley High School,1000 Industrial Dr.,Owensboro,KY,42301,(270)689-6773,,,,,Public,Daviess County
Meadow Lands Elementary School,3500 Hayden Road,Owensboro,KY,42303,(270)852-7450,,,,,Public,Daviess County
Kentucky TECH - Daviess County Campus,1901 Southeastern Pkwy,Owensboro,KY,42303,(270)687-7260,,,,,Public,Daviess County
Southern Oaks Elementary School,7525 Hwy 431,Utica,KY,42376,(270)852-7570,,,,,Public,Daviess County
The Center for Academic Improvement,3361 Buckland Square,Owensboro,KY,42301,(270)852-7200,,,,,Public,Daviess County
Virtual Academy,1622 Southeastern Parkway,Owensboro,KY,42303,(270)852-7000,,,,,Public,Daviess County
Dawson Springs Elementary,317 Eli Street,Dawson Springs,KY,42408,(270)797-3811,,,,,Public,Dawson Springs Independent
Dawson Springs Jr/Sr High School,317 Eli Street,Dawson Spgs,KY,42408,(270)797-2957,,,,,Public,Dawson Springs Independent
DSISD Virtual Academy,317 Eli Street,Dawson Springs,KY,42408,(270)797-3811,,,,,Public,Dawson Springs Independent
Dayton High School,200 Greendevil Lane,Dayton,KY,41074,(859)292-7486,,,,,Public,Dayton Independent
Lincoln Elementary School,701 5th Street,Dayton,KY,41074,(859)292-7492,,,,,Public,Dayton Independent
Regional School Programs,5516 East Alexandria Pike,Cold Spring,KY,41076,(859)441-4225,,,,,Public,Dayton Independent
East Bernstadt Elementary School,229 School Street,East Bernstadt,KY,40729,(606)843-6221,,,,,Public,East Bernstadt Independent
South Edmonson Elementary School,1058 Chalybeate School Road,Smiths Grove,KY,42171,(270)597-2379,,,,,Public,Edmonson County
Edmonson County Middle School,210 Wildcat Way,Brownsville,KY,42210,(270)597-2932,,,,,Public,Edmonson County
Kyrock Elementary School,5720 Highway 259 North,Sweeden,KY,42285,(270)286-4013,,,,,Public,Edmonson County
Edmonson County High School,220 Wildcat Way,Brownsville,KY,42210,(270)597-2151,,,,,Public,Edmonson County
Edmonson County 5/6 Center,191 West Center Street,Brownsville,KY,42210,(270)597-3900,,,,,Public,Edmonson County
Elizabethtown High School,620 N Mulberry St,Elizabethtown,KY,42701,(270)769-3381,,,,,Public,Elizabethtown Independent
Helmwood Heights Elementary School,307 Cardinal Dr,Elizabethtown,KY,42701,(270)769-1328,,,,,Public,Elizabethtown Independent
Morningside Elementary School,313 Morningside Dr,Elizabethtown,KY,42701,(270)769-3359,,,,,Public,Elizabethtown Independent
Talton K Stone Middle School,323 Morningside Dr,Elizabethtown,KY,42701,(270)769-6343,,,,,Public,Elizabethtown Independent
Glen Dale Center,1030 Commerce Dr,Elizabethtown,KY,42701,(270)506-1215,,,,,Public,Elizabethtown Independent
Panther Academy,634 N. Mulberry St.,Elizabethtown,KY,42701,(270)765-3007,,,,,Public,Elizabethtown Independent
Valley View Education Center,701 Hawkins Dr,Elizabethtown,KY,42701,(270)769-2359,,,,,Public,Elizabethtown Independent
Elliott County Intermediate School,349 South KY 7,Sandy Hook,KY,41171,(606)738-8402,,,,,Public,Elliott County
Elliott County High School,353 South KY 7,Sandy Hook,KY,41171,(606)738-8052,,,,,Public,Elliott County
Elliott County Middle School,351 South KY 7,Sandy Hook,KY,41171,(606)738-8102,,,,,Public,Elliott County
Elliott County Primary School,155 Lakeside School Road,Sandy Hook,KY,41171,(606)738-8202,,,,,Public,Elliott County
Eminence High School,254 West Broadway St,Eminence,KY,40019,(502)845-5427,,,,,Public,Eminence Independent
Eminence Elementary School,254 West Broadway St,Eminence,KY,40019,(502)845-5427,,,,,Public,Eminence Independent
Bluegrass Challenge Academy,114 Conroy Ave. Bldg 5549,Fort Knox,KY,40121,(877)599-6884,,,,,Public,Eminence Independent
Lindeman Elementary School,558 Erlanger Road,Erlanger,KY,41018,(859)727-1188,,,,,Public,Erlanger-Elsmere Independent
Arnett Elementary School,3552 Kimberly Dr,Erlanger,KY,41018,(859)727-1488,,,,,Public,Erlanger-Elsmere Independent
Howell Elementary School,909 Central Row St.,Elsmere,KY,41018,(859)727-1108,,,,,Public,Erlanger-Elsmere Independent
Lloyd High School,450 Bartlett Ave,Erlanger,KY,41018,(859)727-1555,,,,,Public,Erlanger-Elsmere Independent
Miles Elementary School,208 Sunset Ave,Erlanger,KY,41018,(859)727-2231,,,,,Public,Erlanger-Elsmere Independent
Tichenor Middle School,305 Bartlett Ave,Erlanger,KY,41018,(859)727-2255,,,,,Public,Erlanger-Elsmere Independent
Bartlett Educational Center,305 Bartlett Ave,Erlanger,KY,41018,(859)342-2460,,,,,Public,Erlanger-Elsmere Independent
Early Learning Center,450 Bartlett Avenue,Erlanger,KY,41018,(859)342-2427,,,,,Public,Erlanger-Elsmere Independent
Estill County Middle School,51 Patriot Dr.,Irvine,KY,40336,(606)723-5136,,,,,Public,Estill County
Estill County High School,397 Engineer Rd.,Irvine,KY,40336,(606)723-3537,,,,,Public,Estill County
South Irvine Early Learning Center,1000 South Irvine Road,Irvine,KY,40336,(606)723-4700,,,,,Public,Estill County
West Irvine Elementary,155 Riverview Rd,Irvine,KY,40336,(606)723-4800,,,,,Public,Estill County
Estill Springs Elementary,314 Main Street,Irvine,KY,40336,(606)723-7703,,,,,Public,Estill County
Estill County Success Academy,253 Main St,Irvine,KY,40336,(606)723-2181,,,,,Public,Estill County
Fairview High School,2123 Main Street,Ashland,KY,41102,(606)324-9226,,,,,Public,Fairview Independent
Fairview Elementary School,258 Mcknight Street,Ashland,KY,41102,(606)325-1528,,,,,Public,Fairview Independent
Arlington Elementary School,122 Arceme Avenue,Lexington,KY,40505,(859)381-3030,,,,,Public,Fayette County
Ashland Elementary School,195 N Ashland Ave,Lexington,KY,40502,(859)381-3243,,,,,Public,Fayette County
Beaumont Middle School,2080 Georgian Way,Lexington,KY,40504,(859)381-3094,,,,,Public,Fayette County
Scapa At Bluegrass,400 Lafayette Pkwy,Lexington,KY,40503,(859)381-3332,,,,,Public,Fayette County
Crawford Middle School,1813 Charleston Dr,Lexington,KY,40505,(859)381-3370,,,,,Public,Fayette County
Bryan Station Middle School,1865 Wickland Dr,Lexington,KY,40505,(859)381-3288,,,,,Public,Fayette County
Cassidy Elementary School,1125 Tates Creek Rd,Lexington,KY,40502,(859)381-3018,,,,,Public,Fayette County
Deep Springs Elementary School,1919 Brynell Dr,Lexington,KY,40505,(859)381-3069,,,,,Public,Fayette County
Dixie Elementary Magnet School,1940 Eastland Pkwy,Lexington,KY,40505,(859)381-3116,,,,,Public,Fayette County
Garden Springs Elementary School,2151 Garden Springs Dr,Lexington,KY,40504,(859)381-3388,,,,,Public,Fayette County
Harrison Elementary School,161 Bruce St,Lexington,KY,40507,(859)381-3418,,,,,Public,Fayette County
Henry Clay High School,2100 Fontaine Rd,Lexington,KY,40502,(859)381-3423,,,,,Public,Fayette County
Lafayette High School,401 Reed Ln,Lexington,KY,40503,(859)381-3474,,,,,Public,Fayette County
Lansdowne Elementary School,336 Redding Rd,Lexington,KY,40517,(859)381-3500,,,,,Public,Fayette County
Leestown Middle School,2010 Leestown Rd,Lexington,KY,40511,(859)381-3181,,,,,Public,Fayette County
Lexington Trad Magnet School,350 N Limestone St,Lexington,KY,40508,(859)381-3192,,,,,Public,Fayette County
Madeline M Breckinridge Elem School,2101 St Mathilda Dr,Lexington,KY,40502,(859)381-3273,,,,,Public,Fayette County
Maxwell Spanish Immersion Elem School,301 Woodland Ave,Lexington,KY,40508,(859)381-3516,,,,,Public,Fayette County
Morton Middle School,1225 Tates Creek Rd,Lexington,KY,40502,(859)381-3533,,,,,Public,Fayette County
Northern Elementary School,340 Rookwood Pkwy,Lexington,KY,40505,(859)381-3541,,,,,Public,Fayette County
Picadome Elementary School,1642 Harrodsburg Rd,Lexington,KY,40504,(859)381-3563,,,,,Public,Fayette County
Southern Elementary School,340 Wilson Downing Rd,Lexington,KY,40517,(859)381-3589,,,,,Public,Fayette County
Stonewall Elementary School,3215 Cornwall Dr,Lexington,KY,40503,(859)381-3079,,,,,Public,Fayette County
Russell Cave Elementary School,3375 Russell Cave Rd,Lexington,KY,40511,(859)381-3571,,,,,Public,Fayette County
Tates Creek Elementary School,1113 Centre Pkwy,Lexington,KY,40517,(859)381-3606,,,,,Public,Fayette County
Tates Creek Middle School,1105 Centre Pkwy,Lexington,KY,40517,(859)381-3052,,,,,Public,Fayette County
Tates Creek High School,1111 Centre Pkwy,Lexington,KY,40517,(859)381-3620,,,,,Public,Fayette County
Clays Mill Elementary School,2319 Clays Mill Rd,Lexington,KY,40503,(859)381-3355,,,,,Public,Fayette County
Yates Elementary School,695 E New Circle Rd,Lexington,KY,40505,(859)381-3613,,,,,Public,Fayette County
Glendover Elementary School,710 Glendover Rd,Lexington,KY,40502,(859)381-3403,,,,,Public,Fayette County
Meadowthorpe Elementary School,1710 Forbes Rd,Lexington,KY,40511,(859)381-3521,,,,,Public,Fayette County
Bryan Station High School,201 Eastin Rd,Lexington,KY,40505,(859)381-3308,,,,,Public,Fayette County
Mary Todd Elementary School,551 Parkside Dr,Lexington,KY,40505,(859)381-3512,,,,,Public,Fayette County
James Lane Allen Elementary School,1901 Appomattox Rd,Lexington,KY,40504,(859)381-3456,,,,,Public,Fayette County
Jessie M Clark Middle School,3341 Clays Mill Rd,Lexington,KY,40503,(859)381-3036,,,,,Public,Fayette County
Cardinal Valley Elementary School,218 Mandalay Rd,Lexington,KY,40504,(859)381-3340,,,,,Public,Fayette County
Winburn Middle School,1060 Winburn Dr,Lexington,KY,40511,(859)381-3967,,,,,Public,Fayette County
Southern Middle School,400 Wilson Downing Rd,Lexington,KY,40517,(859)381-3582,,,,,Public,Fayette County
Julius Marks Elementary School,3277 Pepperhill Rd,Lexington,KY,40502,(859)381-3470,,,,,Public,Fayette County
Millcreek Elementary School,1212 Reva Ridge Way,Lexington,KY,40517,(859)381-3527,,,,,Public,Fayette County
Veterans Park Elementary School,4351 Clearwater Way,Lexington,KY,40515,(859)381-3161,,,,,Public,Fayette County
Rosa Parks Elementary School,1251 Beaumont Centre Ln,Lexington,KY,40513,(859)381-3132,,,,,Public,Fayette County
Ridge Hospital Alt. Elementary,3050 Rio Dosa Dr,Lexington,KY,40509,(859)269-2325,,,,,Public,Fayette County
Ridge Hospital Alt. High School,3050 Rio Dosa Dr,Lexington,KY,40509,(859)269-2325,,,,,Public,Fayette County
Audrey Grevious Center,1177 Harry Sykes Way,Lexington,KY,40504,(859)246-4370,,,,,Public,Fayette County
Southside Technical Center,1800 Harrodsburg Rd,Lexington,KY,40504,(859)381-3603,,,,,Public,Fayette County
Eastside Technical Center,2208 Liberty Rd,Lexington,KY,40505,(859)381-3740,,,,,Public,Fayette County
Squires Elementary School,3337 Squire Oak Dr,Lexington,KY,40515,(859)381-3002,,,,,Public,Fayette County
Paul Laurence Dunbar High School,1600 Man O'war Blvd,Lexington,KY,40513,(859)381-3546,,,,,Public,Fayette County
Martin L King Acad for Excellence Alt,2200 Liberty Rd,Lexington,KY,40505,(859)381-4040,,,,,Public,Fayette County
Edythe Jones Hayes Middle School,260 Richardson Place,Lexington,KY,40509,(859)381-4920,,,,,Public,Fayette County
Athens-Chilesburg Elementary,930 Jouett Creek Dr,Lexington,KY,40509,(859)381-4955,,,,,Public,Fayette County
Central Ky Technical College,308 Vo-Tech Road,Lexington,KY,40511,(859)246-2400,,,,,Public,Fayette County
Kentucky TECH - Central Campus,104 Vo-Tech Road,Lexington,KY,40510,(859)246-2400,,,,,Public,Fayette County
Blackburn Education Center,3111 Spurr Road,Lexington,KY,40511,(859)246-2366,,,,,Public,Fayette County
Sandersville Elementary,3025 Sandersville Rd,Lexington,KY,40511,(859)381-4980,,,,,Public,Fayette County
William Wells Brown Elementary,555 East Fifth St,Lexington,KY,40508,(859)381-4990,,,,,Public,Fayette County
Liberty Elementary,2585 LIBERTY RD,Lexington,KY,40509,(859)381-4979,,,,,Public,Fayette County
Opportunity Middle College,470 Cooper Drive,Lexington,KY,40506,(859)246-6379,,,,,Public,Fayette County
Wellington Elementary,3280 Keithshire Way,Lexington,KY,40503,(859)381-3000,,,,,Public,Fayette County
Fayette County Learning Center,475 Price Rd,Lexington,KY,40508,(859)381-0597,,,,,Public,Fayette County
Fayette Pre-School,465 Springhill Drive,Lexington,KY,40503,(859)381-4040,,,,,Public,Fayette County
Homebound Secondary,701 E Main St,Lexington,KY,40502,(859)381-4100,,,,,Public,Fayette County
Homebound Elementary,701 E Main St,Lexington,KY,40502,(859)381-4100,,,,,Public,Fayette County
The Stables,4185 Walt Robertson Road,Lexington,KY,40511,(859)333-5827,,,,,Public,Fayette County
Carter G. Woodson Academy,2000 Winchester Road,Lexington,KY,40509,(859)381-3933,,,,,Public,Fayette County
Family Care Center,1135 Harry Sykes Way,Lexington,KY,40504,(859)288-4040,,,,,Public,Fayette County
Fayette County Preschool Center,465 Springhill Dr,Lexington,KY,40503,(859)381-4105,,,,,Public,Fayette County
STEAM Academy,123 East 6 Street,Lexington,KY,40508,(859)381-3033,,,,,Public,Fayette County
Locust Trace AgriScience Center,3591 Leestown Road,Lexington,KY,40511,(859)381-3990,,,,,Public,Fayette County
UK Early Childhood Lab,Room 12 Erikson Hall,Lexington,KY,40506,(859)257-7732,,,,,Public,Fayette County
Booker T Washington Elementary School,707 Howard Street,Lexington,KY,40508,(859)381-3263,,,,,Public,Fayette County
Coventry Oak Elementary,2441 Huntly Place,Lexington,KY,40511,(859)381-3195,,,,,Public,Fayette County
Garrett Morgan Elementary,1150 Passage Mound Way,Lexington,KY,40509,(859)381-3165,,,,,Public,Fayette County
Frederick Douglass High School,2000 Winchester Road,Lexington,KY,40509,(859)381-3780,,,,,Public,Fayette County
Success Academy,1555 Georgetown Road,Lexington,KY,40508,(859)381-4000,,,,,Public,Fayette County
Brenda Cowan Elementary,4801 Athens-Boonesboro Road,Lexington,KY,40509,(859)381-4000,,,,,Public,Fayette County
FCPS Virtual Academy,1126 Russell Cave Road,Lexington,KY,40502,(859)381-4741,,,,,Public,Fayette County
Rise STEM Academy for Girls,2420 Spurr Rd,Lexington,KY,40511,(859)381-4100,,,,,Public,Fayette County
George Washington Carver STEM Academy,123 E Sixth St,Lexington,KY,40508,(859)381-4670,,,,,Public,Fayette County
Ewing Elementary School,5651 Elizaville Rd.,Ewing,KY,41039,(606)267-2601,,,,,Public,Fleming County
